ANNAISS;MNAISS;CODCOM;LBCOM;SEXE;PRN;NRB
2013;;35238;RENNES;FEMME;Alba;2
2013;;35238;RENNES;FEMME;Albane;2
2013;;35238;RENNES;FEMME;Alessia;2
2013;;35238;RENNES;FEMME;Alexandra;2
2013;;35238;RENNES;FEMME;Alexane;2
2013;;35238;RENNES;FEMME;Alexia;2
2013;;35238;RENNES;FEMME;Alia;2
2013;;35238;RENNES;FEMME;Aline;2
2013;;35238;RENNES;FEMME;Alissa;2
2013;;35238;RENNES;FEMME;Aliya;2
2013;;35238;RENNES;FEMME;Alizée;2
2013;;35238;RENNES;FEMME;Alys;2
2013;;35238;RENNES;FEMME;Amel;2
2013;;35238;RENNES;FEMME;Aminata;2
2013;;35238;RENNES;FEMME;Anne;2
2013;;35238;RENNES;FEMME;Anouk;2
2013;;35238;RENNES;FEMME;Aria;2
2013;;35238;RENNES;FEMME;Arwa;2
2013;;35238;RENNES;FEMME;Ashley;2
2013;;35238;RENNES;FEMME;Assil;2
2013;;35238;RENNES;FEMME;Assya;2
2013;;35238;RENNES;FEMME;Audrey;2
2013;;35238;RENNES;FEMME;Augustine;2
2013;;35238;RENNES;FEMME;Ava;2
2013;;35238;RENNES;FEMME;Awena;2
2013;;35238;RENNES;FEMME;Aya;2
2013;;35238;RENNES;FEMME;Azem;2
2013;;35238;RENNES;FEMME;Aéla;2
2013;;35238;RENNES;FEMME;Aëla;2
2013;;35238;RENNES;FEMME;Bertille;2
2013;;35238;RENNES;FEMME;Blanche;2
2013;;35238;RENNES;FEMME;Bleuenn;2
2013;;35238;RENNES;FEMME;Brune;2
2013;;35238;RENNES;FEMME;Cali;2
2013;;35238;RENNES;FEMME;Calie;2
2013;;35238;RENNES;FEMME;Camélia;2
2013;;35238;RENNES;FEMME;Castille;2
2013;;35238;RENNES;FEMME;Charline;2
2013;;35238;RENNES;FEMME;Claire;2
2013;;35238;RENNES;FEMME;Clotilde;2
2013;;35238;RENNES;FEMME;Célya;2
2013;;35238;RENNES;FEMME;Eline;2
2013;;35238;RENNES;FEMME;Ella;2
2013;;35238;RENNES;FEMME;Elwenn;2
2013;;35238;RENNES;FEMME;Elyna;2
2013;;35238;RENNES;FEMME;Elynn;2
2013;;35238;RENNES;FEMME;Eléana;2
2013;;35238;RENNES;FEMME;Eléanor;2
2013;;35238;RENNES;FEMME;Eléna;2
2013;;35238;RENNES;FEMME;Emmanuelle;2
2013;;35238;RENNES;FEMME;Enola;2
2013;;35238;RENNES;FEMME;Erell;2
2013;;35238;RENNES;FEMME;Ernestine;2
2013;;35238;RENNES;FEMME;Erva;2
2013;;35238;RENNES;FEMME;Fanny;2
2013;;35238;RENNES;FEMME;Fleur;2
2013;;35238;RENNES;FEMME;Gaëlle;2
2013;;35238;RENNES;FEMME;Giulia;2
2013;;35238;RENNES;FEMME;Gwenn;2
2013;;35238;RENNES;FEMME;Helena;2
2013;;35238;RENNES;FEMME;Hiba;2
2013;;35238;RENNES;FEMME;Ines;2
2013;;35238;RENNES;FEMME;Irène;2
2013;;35238;RENNES;FEMME;Janelle;2
2013;;35238;RENNES;FEMME;Jenna;2
2013;;35238;RENNES;FEMME;Kayla;2
2013;;35238;RENNES;FEMME;Kelly;2
2013;;35238;RENNES;FEMME;Kelya;2
2013;;35238;RENNES;FEMME;Kenaya;2
2013;;35238;RENNES;FEMME;Khulan;2
2013;;35238;RENNES;FEMME;Kyara;2
2013;;35238;RENNES;FEMME;Laly;2
2013;;35238;RENNES;FEMME;Lamia;2
2013;;35238;RENNES;FEMME;Laureline;2
2013;;35238;RENNES;FEMME;Lena;2
2013;;35238;RENNES;FEMME;Leya;2
2013;;35238;RENNES;FEMME;Leyna;2
2013;;35238;RENNES;FEMME;Leïa;2
2013;;35238;RENNES;FEMME;Lilas;2
2013;;35238;RENNES;FEMME;Lizéa;2
2013;;35238;RENNES;FEMME;Lou-Rose;2
2013;;35238;RENNES;FEMME;Louanne;2
2013;;35238;RENNES;FEMME;Louanne;2
2013;;35238;RENNES;FEMME;Louenn;2
2013;;35238;RENNES;FEMME;Loïs;2
2013;;35238;RENNES;FEMME;Loïza;2
2013;;35238;RENNES;FEMME;Ludivine;2
2013;;35238;RENNES;FEMME;Lylia;2
2013;;35238;RENNES;FEMME;Lyloo;2
2013;;35238;RENNES;FEMME;Lyne;2
2013;;35238;RENNES;FEMME;Lyzéa;2
2013;;35238;RENNES;FEMME;Léonore;2
2013;;35238;RENNES;FEMME;Madeleine;2
2013;;35238;RENNES;FEMME;Madeline;2
2013;;35238;RENNES;FEMME;Maelys;2
2013;;35238;RENNES;FEMME;Maeva;2
2013;;35238;RENNES;FEMME;Malak;2
2013;;35238;RENNES;FEMME;Malia;2
2013;;35238;RENNES;FEMME;Malou;2
2013;;35238;RENNES;FEMME;Marwa;2
2013;;35238;RENNES;FEMME;Maryam;2
2013;;35238;RENNES;FEMME;Maé;2
2013;;35238;RENNES;FEMME;Maëlyne;2
2013;;35238;RENNES;FEMME;Maëlynn;2
2013;;35238;RENNES;FEMME;Maïlane;2
2013;;35238;RENNES;FEMME;Myla;2
2013;;35238;RENNES;FEMME;Mélanie;2
2013;;35238;RENNES;FEMME;Naomi;2
2013;;35238;RENNES;FEMME;Naëlle;2
2013;;35238;RENNES;FEMME;Nell;2
2013;;35238;RENNES;FEMME;Neyla;2
2013;;35238;RENNES;FEMME;Nour;2
2013;;35238;RENNES;FEMME;Noélie;2
2013;;35238;RENNES;FEMME;Olga;2
2013;;35238;RENNES;FEMME;Paola;2
2013;;35238;RENNES;FEMME;Rabiya;2
2013;;35238;RENNES;FEMME;Rita;2
2013;;35238;RENNES;FEMME;Rosalie;2
2013;;35238;RENNES;FEMME;Rozenn;2
2013;;35238;RENNES;FEMME;Safa;2
2013;;35238;RENNES;FEMME;Safiya;2
2013;;35238;RENNES;FEMME;Samira;2
2013;;35238;RENNES;FEMME;Siloé;2
2013;;35238;RENNES;FEMME;Sirine;2
2013;;35238;RENNES;FEMME;Sofia;2
2013;;35238;RENNES;FEMME;Solenn;2
2013;;35238;RENNES;FEMME;Solveig;2
2013;;35238;RENNES;FEMME;Solène;2
2013;;35238;RENNES;FEMME;Soléa;2
2013;;35238;RENNES;FEMME;Sophia;2
2013;;35238;RENNES;FEMME;Soélie;2
2013;;35238;RENNES;FEMME;Swane;2
2013;;35238;RENNES;FEMME;Swann;2
2013;;35238;RENNES;FEMME;Syana;2
2013;;35238;RENNES;FEMME;Séléna;2
2013;;35238;RENNES;FEMME;Tatiana;2
2013;;35238;RENNES;FEMME;Taïna;2
2013;;35238;RENNES;FEMME;Thalia;2
2013;;35238;RENNES;FEMME;Thelma;2
2013;;35238;RENNES;FEMME;Wendy;2
2013;;35238;RENNES;FEMME;Ysie;2
2013;;35238;RENNES;FEMME;Zara;2
2013;;35238;RENNES;FEMME;Élise;2
2013;;35238;RENNES;FEMME;Éléa;2
2013;;35238;RENNES;FEMME;Aaliya;1
2013;;35238;RENNES;FEMME;Abbygaël;1
2013;;35238;RENNES;FEMME;Abigaelle;1
2013;;35238;RENNES;FEMME;Abigail;1
2013;;35238;RENNES;FEMME;Abigaël;1
2013;;35238;RENNES;FEMME;Abygaëlle;1
2013;;35238;RENNES;FEMME;Abèle;1
2013;;35238;RENNES;FEMME;Ada;1
2013;;35238;RENNES;FEMME;Adal;1
2013;;35238;RENNES;FEMME;Adeline;1
2013;;35238;RENNES;FEMME;Adèl;1
2013;;35238;RENNES;FEMME;Adélaïde;1
2013;;35238;RENNES;FEMME;Adélie;1
2013;;35238;RENNES;FEMME;Adénikè;1
2013;;35238;RENNES;FEMME;Agatha;1
2013;;35238;RENNES;FEMME;Agna;1
2013;;35238;RENNES;FEMME;Agnès;1
2013;;35238;RENNES;FEMME;Aicha;1
2013;;35238;RENNES;FEMME;Aileen;1
2013;;35238;RENNES;FEMME;Ailinn;1
2013;;35238;RENNES;FEMME;Aimée;1
2013;;35238;RENNES;FEMME;Aislinn;1
2013;;35238;RENNES;FEMME;Aissata;1
2013;;35238;RENNES;FEMME;Akemie-Lemia;1
2013;;35238;RENNES;FEMME;Akilina;1
2013;;35238;RENNES;FEMME;Alaa;1
2013;;35238;RENNES;FEMME;Albanne;1
2013;;35238;RENNES;FEMME;Alda;1
2013;;35238;RENNES;FEMME;Alexanne;1
2013;;35238;RENNES;FEMME;Alhyana;1
2013;;35238;RENNES;FEMME;Alison;1
2013;;35238;RENNES;FEMME;Alizé;1
2013;;35238;RENNES;FEMME;Aliénor;1
2013;;35238;RENNES;FEMME;Ally;1
2013;;35238;RENNES;FEMME;Alma;1
2013;;35238;RENNES;FEMME;Alona;1
2013;;35238;RENNES;FEMME;Alya;1
2013;;35238;RENNES;FEMME;Alyana;1
2013;;35238;RENNES;FEMME;Alycia;1
2013;;35238;RENNES;FEMME;Alymée;1
2013;;35238;RENNES;FEMME;Alyssandra;1
2013;;35238;RENNES;FEMME;Amalya;1
2013;;35238;RENNES;FEMME;Ambroisine;1
2013;;35238;RENNES;FEMME;Amelle;1
2013;;35238;RENNES;FEMME;Amicie-Marie;1
2013;;35238;RENNES;FEMME;Amra;1
2013;;35238;RENNES;FEMME;Amy;1
2013;;35238;RENNES;FEMME;Améline;1
2013;;35238;RENNES;FEMME;Anawenn;1
2013;;35238;RENNES;FEMME;Anaël;1
2013;;35238;RENNES;FEMME;Andie;1
2013;;35238;RENNES;FEMME;Angelina;1
2013;;35238;RENNES;FEMME;Angéla;1
2013;;35238;RENNES;FEMME;Angéline;1
2013;;35238;RENNES;FEMME;Anna-Leyla;1
2013;;35238;RENNES;FEMME;Anna-Maria;1
2013;;35238;RENNES;FEMME;Annaëlle;1
2013;;35238;RENNES;FEMME;Anne-Sarah;1
2013;;35238;RENNES;FEMME;Anne-Victoria;1
2013;;35238;RENNES;FEMME;Anta;1
2013;;35238;RENNES;FEMME;Antonia;1
2013;;35238;RENNES;FEMME;Anudari;1
2013;;35238;RENNES;FEMME;Anujin;1
2013;;35238;RENNES;FEMME;Anélys;1
2013;;35238;RENNES;FEMME;Ariana;1
2013;;35238;RENNES;FEMME;Ariane;1
2013;;35238;RENNES;FEMME;Arta;1
2013;;35238;RENNES;FEMME;Artémis;1
2013;;35238;RENNES;FEMME;Arwenn;1
2013;;35238;RENNES;FEMME;Arya;1
2013;;35238;RENNES;FEMME;Aryana;1
2013;;35238;RENNES;FEMME;Asiyah;1
2013;;35238;RENNES;FEMME;Asli;1
2013;;35238;RENNES;FEMME;Asmaa;1
2013;;35238;RENNES;FEMME;Assiya;1
2013;;35238;RENNES;FEMME;Asya;1
2013;;35238;RENNES;FEMME;Athénaïs;1
2013;;35238;RENNES;FEMME;Aurégane;1
2013;;35238;RENNES;FEMME;Aurélia;1
2013;;35238;RENNES;FEMME;Avène;1
2013;;35238;RENNES;FEMME;Awa;1
2013;;35238;RENNES;FEMME;Awa-Line;1
2013;;35238;RENNES;FEMME;Awen;1
2013;;35238;RENNES;FEMME;Ay;1
2013;;35238;RENNES;FEMME;Ay-Wenn;1
2013;;35238;RENNES;FEMME;Ayan;1
2013;;35238;RENNES;FEMME;Ayanah;1
2013;;35238;RENNES;FEMME;Aybel;1
2013;;35238;RENNES;FEMME;Ayline;1
2013;;35238;RENNES;FEMME;Ayna;1
2013;;35238;RENNES;FEMME;Ayse;1
2013;;35238;RENNES;FEMME;Azadeh;1
2013;;35238;RENNES;FEMME;Azilys;1
2013;;35238;RENNES;FEMME;Azra;1
2013;;35238;RENNES;FEMME;Azylis;1
2013;;35238;RENNES;FEMME;Azélie;1
2013;;35238;RENNES;FEMME;Aélya;1
2013;;35238;RENNES;FEMME;Aélys;1
2013;;35238;RENNES;FEMME;Aëlig;1
2013;;35238;RENNES;FEMME;Aëlle;1
2013;;35238;RENNES;FEMME;Aëllys;1
2013;;35238;RENNES;FEMME;Aëlya;1
2013;;35238;RENNES;FEMME;Aëlynn;1
2013;;35238;RENNES;FEMME;Aïcha;1
2013;;35238;RENNES;FEMME;Aïllah;1
2013;;35238;RENNES;FEMME;Aïwanne;1
2013;;35238;RENNES;FEMME;Baya;1
2013;;35238;RENNES;FEMME;Betul;1
2013;;35238;RENNES;FEMME;Bintou;1
2013;;35238;RENNES;FEMME;Britany;1
2013;;35238;RENNES;FEMME;Britny;1
2013;;35238;RENNES;FEMME;Brizéis;1
2013;;35238;RENNES;FEMME;Busra-Hilal;1
2013;;35238;RENNES;FEMME;Bérengère;1
2013;;35238;RENNES;FEMME;Callie;1
2013;;35238;RENNES;FEMME;Caly;1
2013;;35238;RENNES;FEMME;Calysta;1
2013;;35238;RENNES;FEMME;Camila;1
2013;;35238;RENNES;FEMME;Camilya;1
2013;;35238;RENNES;FEMME;Candys;1
2013;;35238;RENNES;FEMME;Carly;1
2013;;35238;RENNES;FEMME;Carmelle;1
2013;;35238;RENNES;FEMME;Carmen;1
2013;;35238;RENNES;FEMME;Carolane;1
2013;;35238;RENNES;FEMME;Carolina;1
2013;;35238;RENNES;FEMME;Cassandre-Adeline;1
2013;;35238;RENNES;FEMME;Cassie;1
2013;;35238;RENNES;FEMME;Cassy;1
2013;;35238;RENNES;FEMME;Cataleya;1
2013;;35238;RENNES;FEMME;Catalina;1
2013;;35238;RENNES;FEMME;Cathy;1
2013;;35238;RENNES;FEMME;Celhya;1
2013;;35238;RENNES;FEMME;Chahinda;1
2013;;35238;RENNES;FEMME;Chanceline;1
2013;;35238;RENNES;FEMME;Charlyne;1
2013;;35238;RENNES;FEMME;Chaïmaa;1
2013;;35238;RENNES;FEMME;Chaïmae-Aïcha;1
2013;;35238;RENNES;FEMME;Ciana;1
2013;;35238;RENNES;FEMME;Ciara;1
2013;;35238;RENNES;FEMME;Claire-Lise;1
2013;;35238;RENNES;FEMME;Clari;1
2013;;35238;RENNES;FEMME;Clarice;1
2013;;35238;RENNES;FEMME;Clarys;1
2013;;35238;RENNES;FEMME;Claudia;1
2013;;35238;RENNES;FEMME;Clélya;1
2013;;35238;RENNES;FEMME;Coleen;1
2013;;35238;RENNES;FEMME;Colette;1
2013;;35238;RENNES;FEMME;Colombane;1
2013;;35238;RENNES;FEMME;Colombe;1
2013;;35238;RENNES;FEMME;Colyne;1
2013;;35238;RENNES;FEMME;Constanza;1
2013;;35238;RENNES;FEMME;Coralie;1
2013;;35238;RENNES;FEMME;Criswyne;1
2013;;35238;RENNES;FEMME;Crystal;1
2013;;35238;RENNES;FEMME;Cyana;1
2013;;35238;RENNES;FEMME;Cynthia;1
2013;;35238;RENNES;FEMME;Cyrielle;1
2013;;35238;RENNES;FEMME;Cyrine;1
2013;;35238;RENNES;FEMME;Cécile;1
2013;;35238;RENNES;FEMME;Cécilia;1
2013;;35238;RENNES;FEMME;Cédyana;1
2013;;35238;RENNES;FEMME;Célyna;1
2013;;35238;RENNES;FEMME;Céléna;1
2013;;35238;RENNES;FEMME;Célénia;1
2013;;35238;RENNES;FEMME;Dalelle;1
2013;;35238;RENNES;FEMME;Damya;1
2013;;35238;RENNES;FEMME;Dana-Lya;1
2013;;35238;RENNES;FEMME;Danielle;1
2013;;35238;RENNES;FEMME;Daphnée;1
2013;;35238;RENNES;FEMME;Darie;1
2013;;35238;RENNES;FEMME;Davyna;1
2013;;35238;RENNES;FEMME;Dayanna;1
2013;;35238;RENNES;FEMME;Delal;1
2013;;35238;RENNES;FEMME;Delfin;1
2013;;35238;RENNES;FEMME;Delizia;1
2013;;35238;RENNES;FEMME;Dersane;1
2013;;35238;RENNES;FEMME;Dhouha;1
2013;;35238;RENNES;FEMME;Diakemba;1
2013;;35238;RENNES;FEMME;Diakhoumba;1
2013;;35238;RENNES;FEMME;Diena;1
2013;;35238;RENNES;FEMME;Dinissia;1
2013;;35238;RENNES;FEMME;Divine;1
2013;;35238;RENNES;FEMME;Diya;1
2013;;35238;RENNES;FEMME;Djaëlyssa;1
2013;;35238;RENNES;FEMME;Dounia;1
2013;;35238;RENNES;FEMME;Délia;1
2013;;35238;RENNES;FEMME;Eglantine;1
2013;;35238;RENNES;FEMME;Eileen;1
2013;;35238;RENNES;FEMME;Eirin;1
2013;;35238;RENNES;FEMME;Eleanor;1
2013;;35238;RENNES;FEMME;Elen;1
2013;;35238;RENNES;FEMME;Elin;1
2013;;35238;RENNES;FEMME;Eliora;1
2013;;35238;RENNES;FEMME;Eliza;1
2013;;35238;RENNES;FEMME;Elizabeth;1
2013;;35238;RENNES;FEMME;Elize;1
2013;;35238;RENNES;FEMME;Ellora;1
2013;;35238;RENNES;FEMME;Ellyn;1
2013;;35238;RENNES;FEMME;Eloanne;1
2013;;35238;RENNES;FEMME;Elona;1
