ANNAISS;MNAISS;CODCOM;LBCOM;SEXE;PRN;NRB
2012;;35238;RENNES;FEMME;Nyla;2
2012;;35238;RENNES;FEMME;Penelope;2
2012;;35238;RENNES;FEMME;Sohane;2
2012;;35238;RENNES;FEMME;Séléna;2
2012;;35238;RENNES;FEMME;Solenn;2
2012;;35238;RENNES;FEMME;Tania;2
2012;;35238;RENNES;FEMME;Yélina;2
2012;;35238;RENNES;FEMME;Raphaëlle;2
2012;;35238;RENNES;FEMME;Solveig;2
2012;;35238;RENNES;FEMME;Ruby;2
2012;;35238;RENNES;FEMME;Shanna;2
2012;;35238;RENNES;FEMME;Lucia;2
2012;;35238;RENNES;FEMME;Maéline;2
2012;;35238;RENNES;FEMME;Myriam;2
2012;;35238;RENNES;FEMME;Loona;2
2012;;35238;RENNES;FEMME;Maëlyne;2
2012;;35238;RENNES;FEMME;Liwenn;2
2012;;35238;RENNES;FEMME;Mina;2
2012;;35238;RENNES;FEMME;Lylwenn;2
2012;;35238;RENNES;FEMME;Mélusine;2
2012;;35238;RENNES;FEMME;Liz;2
2012;;35238;RENNES;FEMME;Maëlia;2
2012;;35238;RENNES;FEMME;Léona;2
2012;;35238;RENNES;FEMME;Maïly;2
2012;;35238;RENNES;FEMME;Lizzie;2
2012;;35238;RENNES;FEMME;Mia;2
2012;;35238;RENNES;FEMME;Léonore;2
2012;;35238;RENNES;FEMME;Mona;2
2012;;35238;RENNES;FEMME;Léïa;2
2012;;35238;RENNES;FEMME;Luna;2
2012;;35238;RENNES;FEMME;Lïa;2
2012;;35238;RENNES;FEMME;Nawell;2
2012;;35238;RENNES;FEMME;Maddy;2
2012;;35238;RENNES;FEMME;Maélys;2
2012;;35238;RENNES;FEMME;Malia;2
2012;;35238;RENNES;FEMME;Maëlya;2
2012;;35238;RENNES;FEMME;Lizéa;2
2012;;35238;RENNES;FEMME;Maëva;2
2012;;35238;RENNES;FEMME;Manoé;2
2012;;35238;RENNES;FEMME;Maïlys;2
2012;;35238;RENNES;FEMME;Margo;2
2012;;35238;RENNES;FEMME;Meriem;2
2012;;35238;RENNES;FEMME;Marlène;2
2012;;35238;RENNES;FEMME;Milla;2
2012;;35238;RENNES;FEMME;Marwa;2
2012;;35238;RENNES;FEMME;Lucy;2
2012;;35238;RENNES;FEMME;Maud;2
2012;;35238;RENNES;FEMME;Morgann;2
2012;;35238;RENNES;FEMME;Maxine;2
2012;;35238;RENNES;FEMME;Mélie;2
2012;;35238;RENNES;FEMME;Maylis;2
2012;;35238;RENNES;FEMME;Méloé;2
2012;;35238;RENNES;FEMME;Naïa;2
2012;;35238;RENNES;FEMME;Natacha;2
2012;;35238;RENNES;FEMME;Maélia;2
2012;;35238;RENNES;FEMME;Maélie;2
2012;;35238;RENNES;FEMME;Naïla;2
2012;;35238;RENNES;FEMME;Eléanore;2
2012;;35238;RENNES;FEMME;Kessy;2
2012;;35238;RENNES;FEMME;Elona;2
2012;;35238;RENNES;FEMME;Flavie;2
2012;;35238;RENNES;FEMME;Lalie;2
2012;;35238;RENNES;FEMME;Fleur;2
2012;;35238;RENNES;FEMME;Jodie;2
2012;;35238;RENNES;FEMME;Emie;2
2012;;35238;RENNES;FEMME;Kelly;2
2012;;35238;RENNES;FEMME;Gaëlle;2
2012;;35238;RENNES;FEMME;Kélya;2
2012;;35238;RENNES;FEMME;Gloria;2
2012;;35238;RENNES;FEMME;Leelou;2
2012;;35238;RENNES;FEMME;Hanaé;2
2012;;35238;RENNES;FEMME;Jeanne-Lise;2
2012;;35238;RENNES;FEMME;Hanaë;2
2012;;35238;RENNES;FEMME;Erin;2
2012;;35238;RENNES;FEMME;Hannah;2
2012;;35238;RENNES;FEMME;Karen;2
2012;;35238;RENNES;FEMME;Havin;2
2012;;35238;RENNES;FEMME;Kessie;2
2012;;35238;RENNES;FEMME;Heline;2
2012;;35238;RENNES;FEMME;Klervi;2
2012;;35238;RENNES;FEMME;Hermione;2
2012;;35238;RENNES;FEMME;Kéléa;2
2012;;35238;RENNES;FEMME;Iliana;2
2012;;35238;RENNES;FEMME;Laïna;2
2012;;35238;RENNES;FEMME;Ilona;2
2012;;35238;RENNES;FEMME;Elza;2
2012;;35238;RENNES;FEMME;Ines;2
2012;;35238;RENNES;FEMME;Lilly;2
2012;;35238;RENNES;FEMME;Enola;2
2012;;35238;RENNES;FEMME;Erine;2
2012;;35238;RENNES;FEMME;Cyrielle;2
2012;;35238;RENNES;FEMME;Alycia;2
2012;;35238;RENNES;FEMME;Cassy;2
2012;;35238;RENNES;FEMME;Andréa;2
2012;;35238;RENNES;FEMME;Chaïma;2
2012;;35238;RENNES;FEMME;Anissa;2
2012;;35238;RENNES;FEMME;Ela;2
2012;;35238;RENNES;FEMME;Abigaël;2
2012;;35238;RENNES;FEMME;Cerise;2
2012;;35238;RENNES;FEMME;Annaë;2
2012;;35238;RENNES;FEMME;Charlène;2
2012;;35238;RENNES;FEMME;Arielle;2
2012;;35238;RENNES;FEMME;Amel;2
2012;;35238;RENNES;FEMME;Athénaïs;2
2012;;35238;RENNES;FEMME;Diane;2
2012;;35238;RENNES;FEMME;Audrey;2
2012;;35238;RENNES;FEMME;Cassandre;2
2012;;35238;RENNES;FEMME;Ava;2
2012;;35238;RENNES;FEMME;Cataleya;2
2012;;35238;RENNES;FEMME;Axelle;2
2012;;35238;RENNES;FEMME;Chanelle;2
2012;;35238;RENNES;FEMME;Ayla;2
2012;;35238;RENNES;FEMME;Charlize;2
2012;;35238;RENNES;FEMME;Aélia;2
2012;;35238;RENNES;FEMME;Chayma;2
2012;;35238;RENNES;FEMME;Ellyn;2
2012;;35238;RENNES;FEMME;Aela;2
2012;;35238;RENNES;FEMME;Brune;2
2012;;35238;RENNES;FEMME;Amicie;2
2012;;35238;RENNES;FEMME;Brunhilde;2
2012;;35238;RENNES;FEMME;Célya;2
2012;;35238;RENNES;FEMME;Ella;2
2012;;35238;RENNES;FEMME;Egshiglen;2
2012;;35238;RENNES;FEMME;Camélia;2
2012;;35238;RENNES;FEMME;Ana;2
2012;;35238;RENNES;FEMME;Carmen;2
2012;;35238;RENNES;FEMME;Calie;2
2012;;35238;RENNES;FEMME;Panadie;1
2012;;35238;RENNES;FEMME;Tïa;1
2012;;35238;RENNES;FEMME;Tamarati;1
2012;;35238;RENNES;FEMME;Rahima-Ayan;1
2012;;35238;RENNES;FEMME;Yelina;1
2012;;35238;RENNES;FEMME;Rama;1
2012;;35238;RENNES;FEMME;Swane;1
2012;;35238;RENNES;FEMME;Ramata;1
2012;;35238;RENNES;FEMME;Philomène-Lovely;1
2012;;35238;RENNES;FEMME;Ramina;1
2012;;35238;RENNES;FEMME;Wided;1
2012;;35238;RENNES;FEMME;Noélyne;1
2012;;35238;RENNES;FEMME;Zaig;1
2012;;35238;RENNES;FEMME;Raniya;1
2012;;35238;RENNES;FEMME;Stéphanie;1
2012;;35238;RENNES;FEMME;Ranya;1
2012;;35238;RENNES;FEMME;Ngoc;1
2012;;35238;RENNES;FEMME;Nilda;1
2012;;35238;RENNES;FEMME;Teona;1
2012;;35238;RENNES;FEMME;Ravza;1
2012;;35238;RENNES;FEMME;Toyba;1
2012;;35238;RENNES;FEMME;Raya;1
2012;;35238;RENNES;FEMME;Princilia;1
2012;;35238;RENNES;FEMME;Rayhana;1
2012;;35238;RENNES;FEMME;Yagmur;1
2012;;35238;RENNES;FEMME;Rayna;1
2012;;35238;RENNES;FEMME;Ysaure;1
2012;;35238;RENNES;FEMME;Raynia;1
2012;;35238;RENNES;FEMME;Zoïa;1
2012;;35238;RENNES;FEMME;Raïhane;1
2012;;35238;RENNES;FEMME;Stacy;1
2012;;35238;RENNES;FEMME;Noémy;1
2012;;35238;RENNES;FEMME;Susie;1
2012;;35238;RENNES;FEMME;Rebeka;1
2012;;35238;RENNES;FEMME;Sybilla;1
2012;;35238;RENNES;FEMME;Reyana;1
2012;;35238;RENNES;FEMME;Sévanah;1
2012;;35238;RENNES;FEMME;Rhaïna;1
2012;;35238;RENNES;FEMME;Tayna;1
2012;;35238;RENNES;FEMME;Riham;1
2012;;35238;RENNES;FEMME;Thalya;1
2012;;35238;RENNES;FEMME;Noéra;1
2012;;35238;RENNES;FEMME;Thélia;1
2012;;35238;RENNES;FEMME;Riwanna-Marie;1
2012;;35238;RENNES;FEMME;Typhaine;1
2012;;35238;RENNES;FEMME;Roberta;1
2012;;35238;RENNES;FEMME;Valentina;1
2012;;35238;RENNES;FEMME;Robyn;1
2012;;35238;RENNES;FEMME;Wendy;1
2012;;35238;RENNES;FEMME;Nessa;1
2012;;35238;RENNES;FEMME;Worshyp;1
2012;;35238;RENNES;FEMME;Romi;1
2012;;35238;RENNES;FEMME;Noussaiba;1
2012;;35238;RENNES;FEMME;Romie;1
2012;;35238;RENNES;FEMME;Péniel;1
2012;;35238;RENNES;FEMME;Ninog;1
2012;;35238;RENNES;FEMME;Yé;1
2012;;35238;RENNES;FEMME;Rosa;1
2012;;35238;RENNES;FEMME;Zina;1
2012;;35238;RENNES;FEMME;Noëlly;1
2012;;35238;RENNES;FEMME;Soléa;1
2012;;35238;RENNES;FEMME;Noëlya;1
2012;;35238;RENNES;FEMME;Paoline;1
2012;;35238;RENNES;FEMME;Rose-Marie;1
2012;;35238;RENNES;FEMME;Neyla;1
2012;;35238;RENNES;FEMME;Rosie;1
2012;;35238;RENNES;FEMME;Summer;1
2012;;35238;RENNES;FEMME;Roumaïssa;1
2012;;35238;RENNES;FEMME;Peichen;1
2012;;35238;RENNES;FEMME;Nupelda;1
2012;;35238;RENNES;FEMME;Swaïly;1
2012;;35238;RENNES;FEMME;Roxanne;1
2012;;35238;RENNES;FEMME;Syrielle;1
2012;;35238;RENNES;FEMME;Rozen;1
2012;;35238;RENNES;FEMME;Séraphine;1
2012;;35238;RENNES;FEMME;Nesta;1
2012;;35238;RENNES;FEMME;Talia;1
2012;;35238;RENNES;FEMME;Rubis;1
2012;;35238;RENNES;FEMME;Noreen;1
2012;;35238;RENNES;FEMME;Nyora;1
2012;;35238;RENNES;FEMME;Taïss;1
2012;;35238;RENNES;FEMME;Rumeysa;1
2012;;35238;RENNES;FEMME;Philippa;1
2012;;35238;RENNES;FEMME;Runa;1
2012;;35238;RENNES;FEMME;Thanya;1
2012;;35238;RENNES;FEMME;Sabrina;1
2012;;35238;RENNES;FEMME;Thyawen;1
2012;;35238;RENNES;FEMME;Sabrine;1
2012;;35238;RENNES;FEMME;Tifenn;1
2012;;35238;RENNES;FEMME;Sabriya;1
2012;;35238;RENNES;FEMME;Tugszaya;1
2012;;35238;RENNES;FEMME;Sadie;1
2012;;35238;RENNES;FEMME;Téa;1
2012;;35238;RENNES;FEMME;Safa;1
2012;;35238;RENNES;FEMME;Umaa;1
2012;;35238;RENNES;FEMME;Saffya;1
2012;;35238;RENNES;FEMME;Venizia;1
2012;;35238;RENNES;FEMME;Safia;1
2012;;35238;RENNES;FEMME;Wahiba;1
2012;;35238;RENNES;FEMME;Nélia;1
2012;;35238;RENNES;FEMME;Whitlove;1
2012;;35238;RENNES;FEMME;Nisa;1
2012;;35238;RENNES;FEMME;Winner;1
2012;;35238;RENNES;FEMME;Salsabila;1
2012;;35238;RENNES;FEMME;Yael;1
2012;;35238;RENNES;FEMME;Salsabile;1
2012;;35238;RENNES;FEMME;Yana;1
2012;;35238;RENNES;FEMME;Samah;1
2012;;35238;RENNES;FEMME;Yaëll;1
2012;;35238;RENNES;FEMME;Samia;1
2012;;35238;RENNES;FEMME;Ylona;1
2012;;35238;RENNES;FEMME;Samuelle;1
2012;;35238;RENNES;FEMME;Yoni;1
2012;;35238;RENNES;FEMME;Océlya;1
2012;;35238;RENNES;FEMME;Qinlan;1
2012;;35238;RENNES;FEMME;Sanaa;1
2012;;35238;RENNES;FEMME;Quitterie;1
2012;;35238;RENNES;FEMME;Sanaé;1
2012;;35238;RENNES;FEMME;Nikol;1
2012;;35238;RENNES;FEMME;Sandra;1
2012;;35238;RENNES;FEMME;Rachelle;1
2012;;35238;RENNES;FEMME;Sania;1
2012;;35238;RENNES;FEMME;Zélia;1
2012;;35238;RENNES;FEMME;Sannah;1
2012;;35238;RENNES;FEMME;Sondor;1
2012;;35238;RENNES;FEMME;Sanne;1
2012;;35238;RENNES;FEMME;Nodamé;1
2012;;35238;RENNES;FEMME;Saona;1
2012;;35238;RENNES;FEMME;Soumaya;1
2012;;35238;RENNES;FEMME;Ohaïa;1
2012;;35238;RENNES;FEMME;Nohra;1
2012;;35238;RENNES;FEMME;Sara-Maria;1
2012;;35238;RENNES;FEMME;Stécia;1
2012;;35238;RENNES;FEMME;Niyalene;1
2012;;35238;RENNES;FEMME;Sumaïa;1
2012;;35238;RENNES;FEMME;Olwen;1
2012;;35238;RENNES;FEMME;Suruthika;1
2012;;35238;RENNES;FEMME;Saya;1
2012;;35238;RENNES;FEMME;Pearl;1
2012;;35238;RENNES;FEMME;Sayaka;1
2012;;35238;RENNES;FEMME;Suzon;1
2012;;35238;RENNES;FEMME;Scarlett;1
2012;;35238;RENNES;FEMME;Swanne;1
2012;;35238;RENNES;FEMME;Olyvia;1
2012;;35238;RENNES;FEMME;Syana;1
2012;;35238;RENNES;FEMME;Selma;1
2012;;35238;RENNES;FEMME;Ness;1
2012;;35238;RENNES;FEMME;Serbeza;1
2012;;35238;RENNES;FEMME;Sève;1
2012;;35238;RENNES;FEMME;Sevgi;1
2012;;35238;RENNES;FEMME;Pernelle;1
2012;;35238;RENNES;FEMME;Sevin;1
2012;;35238;RENNES;FEMME;Séréna;1
2012;;35238;RENNES;FEMME;Seïsha;1
2012;;35238;RENNES;FEMME;Tahira;1
2012;;35238;RENNES;FEMME;Shaeylisse;1
2012;;35238;RENNES;FEMME;Talya;1
2012;;35238;RENNES;FEMME;Sham;1
2012;;35238;RENNES;FEMME;Tamila;1
2012;;35238;RENNES;FEMME;Ombeline;1
2012;;35238;RENNES;FEMME;Tatiana;1
2012;;35238;RENNES;FEMME;Ombéline;1
2012;;35238;RENNES;FEMME;Taïs;1
