ANNAISS;MNAISS;CODCOM;LBCOM;SEXE;PRN;NBR
2007;;35238;RENNES;HOMME;Léo;18
2007;;35238;RENNES;HOMME;Quentin;18
2007;;35238;RENNES;HOMME;Antonin;17
2007;;35238;RENNES;HOMME;Pierre;17
2007;;35238;RENNES;HOMME;Sacha;17
2007;;35238;RENNES;HOMME;Simon;16
2007;;35238;RENNES;HOMME;Victor;16
2007;;35238;RENNES;HOMME;Elouan;15
2007;;35238;RENNES;HOMME;Julien;14
2007;;35238;RENNES;HOMME;Maël;14
2007;;35238;RENNES;HOMME;Noa;14
2007;;35238;RENNES;HOMME;Alexandre;13
2007;;35238;RENNES;HOMME;Corentin;13
2007;;35238;RENNES;HOMME;Esteban;13
2007;;35238;RENNES;HOMME;Samuel;13
2007;;35238;RENNES;HOMME;Gaspard;12
2007;;35238;RENNES;HOMME;Kylian;11
2007;;35238;RENNES;HOMME;Marin;11
2007;;35238;RENNES;HOMME;Mattéo;11
2007;;35238;RENNES;HOMME;Maxence;11
2007;;35238;RENNES;HOMME;Nolann;11
2007;;35238;RENNES;HOMME;Valentin;11
2007;;35238;RENNES;HOMME;Aaron;10
2007;;35238;RENNES;HOMME;Briac;10
2007;;35238;RENNES;HOMME;Dylan;10
2007;;35238;RENNES;HOMME;François;10
2007;;35238;RENNES;HOMME;Marius;10
2007;;35238;RENNES;HOMME;Mathys;10
2007;;35238;RENNES;HOMME;Timéo;10
2007;;35238;RENNES;HOMME;Erwan;9
2007;;35238;RENNES;HOMME;Ilan;9
2007;;35238;RENNES;HOMME;Lilian;9
2007;;35238;RENNES;HOMME;Tristan;9
2007;;35238;RENNES;HOMME;Rayan;8
2007;;35238;RENNES;HOMME;Rémi;8
2007;;35238;RENNES;HOMME;Charly;7
2007;;35238;RENNES;HOMME;Côme;7
2007;;35238;RENNES;HOMME;Dorian;7
2007;;35238;RENNES;HOMME;Eliott;7
2007;;35238;RENNES;HOMME;Guillaume;7
2007;;35238;RENNES;HOMME;Gwendal;7
2007;;35238;RENNES;HOMME;Jean;7
2007;;35238;RENNES;HOMME;Johan;7
2007;;35238;RENNES;HOMME;Liam;7
2007;;35238;RENNES;HOMME;Lorenzo;7
2007;;35238;RENNES;HOMME;Matéo;7
2007;;35238;RENNES;HOMME;Mathieu;7
2007;;35238;RENNES;HOMME;Max;7
2007;;35238;RENNES;HOMME;Nicolas;7
2007;;35238;RENNES;HOMME;Nino;7
2007;;35238;RENNES;HOMME;Robin;7
2007;;35238;RENNES;HOMME;Timothé;7
2007;;35238;RENNES;HOMME;Yann;7
2007;;35238;RENNES;HOMME;Adam;6
2007;;35238;RENNES;HOMME;Adrien;6
2007;;35238;RENNES;HOMME;Bastien;6
2007;;35238;RENNES;HOMME;Benjamin;6
2007;;35238;RENNES;HOMME;Camille;6
2007;;35238;RENNES;HOMME;Edgar;6
2007;;35238;RENNES;HOMME;Elouann;6
2007;;35238;RENNES;HOMME;Gaël;6
2007;;35238;RENNES;HOMME;Mathias;6
2007;;35238;RENNES;HOMME;Milan;6
2007;;35238;RENNES;HOMME;Oscar;6
2007;;35238;RENNES;HOMME;Timothée;6
2007;;35238;RENNES;HOMME;Youenn;6
